"No";"Suhu";"Lembab";"Kenyamanan"
2589;25;63;"Kurang Nyaman"
2590;25;64;"Kurang Nyaman"
2591;25;65;"Kurang Nyaman"
2592;25;66;"Kurang Nyaman"
2593;25;67;"Kurang Nyaman"
2594;25;68;"Kurang Nyaman"
2595;25;69;"Kurang Nyaman"
2596;25;70;"Kurang Nyaman"
2597;25;71;"Kurang Nyaman"
2598;25;72;"Kurang Nyaman"
2599;25;73;"Kurang Nyaman"
2600;25;74;"Kurang Nyaman"
2601;25;75;"Kurang Nyaman"
2602;25;76;"Kurang Nyaman"
2603;25;77;"Kurang Nyaman"
2604;25;78;"Kurang Nyaman"
2605;25;79;"Kurang Nyaman"
2606;25;80;"Kurang Nyaman"
2607;25;81;"Kurang Nyaman"
2608;25;82;"Kurang Nyaman"
2609;25;83;"Kurang Nyaman"
2610;25;84;"Kurang Nyaman"
2611;25;85;"Kurang Nyaman"
2612;25;86;"Kurang Nyaman"
2613;25;87;"Kurang Nyaman"
2614;25;88;"Kurang Nyaman"
2615;25;89;"Kurang Nyaman"
2616;25;90;"Kurang Nyaman"
2617;25;91;"Kurang Nyaman"
2618;25;92;"Kurang Nyaman"
2619;25;93;"Kurang Nyaman"
2620;25;94;"Kurang Nyaman"
2621;25;95;"Kurang Nyaman"
2622;25;96;"Kurang Nyaman"
2623;25;97;"Kurang Nyaman"
2624;25;98;"Kurang Nyaman"
2625;25;99;"Kurang Nyaman"
2626;25;100;"Kurang Nyaman"
2627;26;0;"Nyaman"
2628;26;1;"Nyaman"
2629;26;2;"Nyaman"
2630;26;3;"Nyaman"
2631;26;4;"Nyaman"
2632;26;5;"Nyaman"
2633;26;6;"Nyaman"
2634;26;7;"Nyaman"
2635;26;8;"Nyaman"
2636;26;9;"Nyaman"
2637;26;10;"Nyaman"
2638;26;11;"Nyaman"
2639;26;12;"Nyaman"
2640;26;13;"Nyaman"
2641;26;14;"Nyaman"
2642;26;15;"Nyaman"
2643;26;16;"Nyaman"
2644;26;17;"Nyaman"
2645;26;18;"Nyaman"
2646;26;19;"Nyaman"
2647;26;20;"Nyaman"
2648;26;21;"Nyaman"
2649;26;22;"Nyaman"
2650;26;23;"Nyaman"
2651;26;24;"Nyaman"
2652;26;25;"Nyaman"
2653;26;26;"Nyaman"
2654;26;27;"Nyaman"
2655;26;28;"Nyaman"
2656;26;29;"Nyaman"
2657;26;30;"Nyaman"
2658;26;31;"Nyaman"
2659;26;32;"Nyaman"
2660;26;33;"Nyaman"
2661;26;34;"Nyaman"
2662;26;35;"Nyaman"
2663;26;36;"Nyaman"
2664;26;37;"Nyaman"
2665;26;38;"Nyaman"
2666;26;39;"Nyaman"
2667;26;40;"Nyaman"
2668;26;41;"Nyaman"
2669;26;42;"Nyaman"
2670;26;43;"Nyaman"
2671;26;44;"Nyaman"
2672;26;45;"Nyaman"
2673;26;46;"Nyaman"
2674;26;47;"Nyaman"
2675;26;48;"Nyaman"
2676;26;49;"Nyaman"
2677;26;50;"Nyaman"
2678;26;51;"Nyaman"
2679;26;52;"Nyaman"
2680;26;53;"Nyaman"
2681;26;54;"Nyaman"
2682;26;55;"Nyaman"
2683;26;56;"Nyaman"
2684;26;57;"Nyaman"
2685;26;58;"Nyaman"
2686;26;59;"Nyaman"
2687;26;60;"Nyaman"
2688;26;61;"Nyaman"
2689;26;62;"Nyaman"
2690;26;63;"Kurang Nyaman"
2691;26;64;"Kurang Nyaman"
2692;26;65;"Kurang Nyaman"
2693;26;66;"Kurang Nyaman"
2694;26;67;"Kurang Nyaman"
2695;26;68;"Kurang Nyaman"
2696;26;69;"Kurang Nyaman"
2697;26;70;"Kurang Nyaman"
2698;26;71;"Kurang Nyaman"
2699;26;72;"Kurang Nyaman"
2700;26;73;"Kurang Nyaman"
2701;26;74;"Kurang Nyaman"
2702;26;75;"Kurang Nyaman"
2703;26;76;"Kurang Nyaman"
2704;26;77;"Kurang Nyaman"
2705;26;78;"Kurang Nyaman"
2706;26;79;"Kurang Nyaman"
2707;26;80;"Kurang Nyaman"
2708;26;81;"Kurang Nyaman"
2709;26;82;"Kurang Nyaman"
2710;26;83;"Kurang Nyaman"
2711;26;84;"Kurang Nyaman"
2712;26;85;"Kurang Nyaman"
2713;26;86;"Kurang Nyaman"
2714;26;87;"Kurang Nyaman"
2715;26;88;"Kurang Nyaman"
2716;26;89;"Kurang Nyaman"
2717;26;90;"Kurang Nyaman"
2718;26;91;"Kurang Nyaman"
2719;26;92;"Kurang Nyaman"
2720;26;93;"Kurang Nyaman"
2721;26;94;"Kurang Nyaman"
2722;26;95;"Kurang Nyaman"
2723;26;96;"Kurang Nyaman"
2724;26;97;"Kurang Nyaman"
2725;26;98;"Kurang Nyaman"
2726;26;99;"Kurang Nyaman"
2727;26;100;"Kurang Nyaman"
2728;27;0;"Nyaman"
2729;27;1;"Nyaman"
2730;27;2;"Nyaman"
2731;27;3;"Nyaman"
2732;27;4;"Nyaman"
2733;27;5;"Nyaman"
2734;27;6;"Nyaman"
2735;27;7;"Nyaman"
2736;27;8;"Nyaman"
2737;27;9;"Nyaman"
2738;27;10;"Nyaman"
2739;27;11;"Nyaman"
2740;27;12;"Nyaman"
2741;27;13;"Nyaman"
2742;27;14;"Nyaman"
2743;27;15;"Nyaman"
2744;27;16;"Nyaman"
2745;27;17;"Nyaman"
2746;27;18;"Nyaman"
2747;27;19;"Nyaman"
2748;27;20;"Nyaman"
2749;27;21;"Nyaman"
2750;27;22;"Nyaman"
2751;27;23;"Nyaman"
2752;27;24;"Nyaman"
2753;27;25;"Nyaman"
2754;27;26;"Nyaman"
2755;27;27;"Nyaman"
2756;27;28;"Nyaman"
2757;27;29;"Nyaman"
2758;27;30;"Nyaman"
2759;27;31;"Nyaman"
2760;27;32;"Nyaman"
2761;27;33;"Nyaman"
2762;27;34;"Nyaman"
2763;27;35;"Nyaman"
2764;27;36;"Nyaman"
2765;27;37;"Nyaman"
2766;27;38;"Nyaman"
2767;27;39;"Nyaman"
2768;27;40;"Nyaman"
2769;27;41;"Nyaman"
2770;27;42;"Nyaman"
2771;27;43;"Nyaman"
2772;27;44;"Nyaman"
2773;27;45;"Nyaman"
2774;27;46;"Nyaman"
2775;27;47;"Nyaman"
2776;27;48;"Nyaman"
2777;27;49;"Nyaman"
2778;27;50;"Nyaman"
2779;27;51;"Nyaman"
2780;27;52;"Nyaman"
2781;27;53;"Nyaman"
2782;27;54;"Nyaman"
2783;27;55;"Nyaman"
2784;27;56;"Nyaman"
2785;27;57;"Nyaman"
2786;27;58;"Nyaman"
2787;27;59;"Nyaman"
2788;27;60;"Nyaman"
2789;27;61;"Nyaman"
2790;27;62;"Nyaman"
2791;27;63;"Kurang Nyaman"
2792;27;64;"Kurang Nyaman"
2793;27;65;"Kurang Nyaman"
2794;27;66;"Kurang Nyaman"
2795;27;67;"Kurang Nyaman"
2796;27;68;"Kurang Nyaman"
2797;27;69;"Kurang Nyaman"
2798;27;70;"Kurang Nyaman"
2799;27;71;"Kurang Nyaman"
2800;27;72;"Kurang Nyaman"
2801;27;73;"Kurang Nyaman"
2802;27;74;"Kurang Nyaman"
2803;27;75;"Kurang Nyaman"
2804;27;76;"Kurang Nyaman"
2805;27;77;"Kurang Nyaman"
2806;27;78;"Kurang Nyaman"
2807;27;79;"Kurang Nyaman"
2808;27;80;"Kurang Nyaman"
2809;27;81;"Kurang Nyaman"
2810;27;82;"Kurang Nyaman"
2811;27;83;"Kurang Nyaman"
2812;27;84;"Kurang Nyaman"
2813;27;85;"Kurang Nyaman"
2814;27;86;"Kurang Nyaman"
2815;27;87;"Kurang Nyaman"
2816;27;88;"Kurang Nyaman"
2817;27;89;"Kurang Nyaman"
2818;27;90;"Kurang Nyaman"
2819;27;91;"Kurang Nyaman"
2820;27;92;"Kurang Nyaman"
2821;27;93;"Kurang Nyaman"
2822;27;94;"Kurang Nyaman"
2823;27;95;"Kurang Nyaman"
2824;27;96;"Kurang Nyaman"
2825;27;97;"Kurang Nyaman"
2826;27;98;"Kurang Nyaman"
2827;27;99;"Kurang Nyaman"
2828;27;100;"Kurang Nyaman"
2829;28;0;"Nyaman"
2830;28;1;"Nyaman"
2831;28;2;"Nyaman"
2832;28;3;"Nyaman"
2833;28;4;"Nyaman"
2834;28;5;"Nyaman"
2835;28;6;"Nyaman"
2836;28;7;"Nyaman"
2837;28;8;"Nyaman"
2838;28;9;"Nyaman"
2839;28;10;"Nyaman"
2840;28;11;"Nyaman"
2841;28;12;"Nyaman"
2842;28;13;"Nyaman"
2843;28;14;"Nyaman"
2844;28;15;"Nyaman"
2845;28;16;"Nyaman"
2846;28;17;"Nyaman"
2847;28;18;"Nyaman"
2848;28;19;"Nyaman"
2849;28;20;"Nyaman"
2850;28;21;"Nyaman"
2851;28;22;"Nyaman"
2852;28;23;"Nyaman"
2853;28;24;"Nyaman"
2854;28;25;"Nyaman"
2855;28;26;"Nyaman"
2856;28;27;"Nyaman"
2857;28;28;"Nyaman"
2858;28;29;"Nyaman"
2859;28;30;"Nyaman"
2860;28;31;"Nyaman"
2861;28;32;"Nyaman"
2862;28;33;"Nyaman"
2863;28;34;"Nyaman"
2864;28;35;"Nyaman"
2865;28;36;"Nyaman"
2866;28;37;"Nyaman"
2867;28;38;"Nyaman"
2868;28;39;"Nyaman"
2869;28;40;"Nyaman"
2870;28;41;"Nyaman"
2871;28;42;"Nyaman"
2872;28;43;"Nyaman"
2873;28;44;"Nyaman"
2874;28;45;"Nyaman"
2875;28;46;"Nyaman"
2876;28;47;"Nyaman"
2877;28;48;"Nyaman"
2878;28;49;"Nyaman"
2879;28;50;"Nyaman"
2880;28;51;"Nyaman"
2881;28;52;"Nyaman"
2882;28;53;"Nyaman"
2883;28;54;"Nyaman"
2884;28;55;"Nyaman"
2885;28;56;"Nyaman"
2886;28;57;"Nyaman"
2887;28;58;"Nyaman"
2888;28;59;"Nyaman"
2889;28;60;"Nyaman"
2890;28;61;"Nyaman"
2891;28;62;"Nyaman"
2892;28;63;"Kurang Nyaman"
2893;28;64;"Kurang Nyaman"
2894;28;65;"Kurang Nyaman"
2895;28;66;"Kurang Nyaman"
2896;28;67;"Kurang Nyaman"
2897;28;68;"Kurang Nyaman"
2898;28;69;"Kurang Nyaman"
2899;28;70;"Kurang Nyaman"
2900;28;71;"Kurang Nyaman"
2901;28;72;"Kurang Nyaman"
2902;28;73;"Kurang Nyaman"
2903;28;74;"Kurang Nyaman"
2904;28;75;"Kurang Nyaman"
2905;28;76;"Kurang Nyaman"
2906;28;77;"Kurang Nyaman"
2907;28;78;"Kurang Nyaman"
2908;28;79;"Kurang Nyaman"
2909;28;80;"Kurang Nyaman"
2910;28;81;"Kurang Nyaman"
2911;28;82;"Kurang Nyaman"
2912;28;83;"Kurang Nyaman"
2913;28;84;"Kurang Nyaman"
2914;28;85;"Kurang Nyaman"
2915;28;86;"Kurang Nyaman"
2916;28;87;"Kurang Nyaman"
2917;28;88;"Kurang Nyaman"
2918;28;89;"Kurang Nyaman"
2919;28;90;"Kurang Nyaman"
2920;28;91;"Kurang Nyaman"
2921;28;92;"Kurang Nyaman"
2922;28;93;"Kurang Nyaman"
2923;28;94;"Kurang Nyaman"
2924;28;95;"Kurang Nyaman"
2925;28;96;"Kurang Nyaman"
2926;28;97;"Kurang Nyaman"
2927;28;98;"Kurang Nyaman"
2928;28;99;"Kurang Nyaman"
2929;28;100;"Kurang Nyaman"
2930;29;0;"Nyaman"
2931;29;1;"Nyaman"
2932;29;2;"Nyaman"
2933;29;3;"Nyaman"
2934;29;4;"Nyaman"
2935;29;5;"Nyaman"
2936;29;6;"Nyaman"
2937;29;7;"Nyaman"
2938;29;8;"Nyaman"
2939;29;9;"Nyaman"
2940;29;10;"Nyaman"
2941;29;11;"Nyaman"
2942;29;12;"Nyaman"
2943;29;13;"Nyaman"
2944;29;14;"Nyaman"
2945;29;15;"Nyaman"
2946;29;16;"Nyaman"
2947;29;17;"Nyaman"
2948;29;18;"Nyaman"
2949;29;19;"Nyaman"
2950;29;20;"Nyaman"
2951;29;21;"Nyaman"
2952;29;22;"Nyaman"
2953;29;23;"Nyaman"
2954;29;24;"Nyaman"
2955;29;25;"Nyaman"
2956;29;26;"Nyaman"
2957;29;27;"Nyaman"
2958;29;28;"Nyaman"
2959;29;29;"Nyaman"
2960;29;30;"Nyaman"
2961;29;31;"Nyaman"
2962;29;32;"Nyaman"
2963;29;33;"Nyaman"
2964;29;34;"Nyaman"
2965;29;35;"Nyaman"
2966;29;36;"Nyaman"
2967;29;37;"Nyaman"
2968;29;38;"Nyaman"
2969;29;39;"Nyaman"
2970;29;40;"Nyaman"
2971;29;41;"Nyaman"
2972;29;42;"Nyaman"
2973;29;43;"Nyaman"
2974;29;44;"Nyaman"
2975;29;45;"Nyaman"
2976;29;46;"Nyaman"
2977;29;47;"Nyaman"
2978;29;48;"Nyaman"
2979;29;49;"Nyaman"
2980;29;50;"Nyaman"
2981;29;51;"Nyaman"
2982;29;52;"Nyaman"
2983;29;53;"Nyaman"
2984;29;54;"Nyaman"
2985;29;55;"Nyaman"
2986;29;56;"Nyaman"
2987;29;57;"Nyaman"
2988;29;58;"Nyaman"
2989;29;59;"Nyaman"
2990;29;60;"Nyaman"
2991;29;61;"Nyaman"
2992;29;62;"Nyaman"
2993;29;63;"Kurang Nyaman"
2994;29;64;"Kurang Nyaman"
2995;29;65;"Kurang Nyaman"
2996;29;66;"Kurang Nyaman"
2997;29;67;"Kurang Nyaman"
2998;29;68;"Kurang Nyaman"
2999;29;69;"Kurang Nyaman"
3000;29;70;"Kurang Nyaman"
3001;29;71;"Kurang Nyaman"
3002;29;72;"Kurang Nyaman"
3003;29;73;"Kurang Nyaman"
3004;29;74;"Kurang Nyaman"
3005;29;75;"Kurang Nyaman"
3006;29;76;"Kurang Nyaman"
3007;29;77;"Kurang Nyaman"
3008;29;78;"Kurang Nyaman"
3009;29;79;"Kurang Nyaman"
3010;29;80;"Kurang Nyaman"
3011;29;81;"Kurang Nyaman"
3012;29;82;"Kurang Nyaman"
3013;29;83;"Kurang Nyaman"
3014;29;84;"Kurang Nyaman"
3015;29;85;"Kurang Nyaman"
3016;29;86;"Kurang Nyaman"
3017;29;87;"Kurang Nyaman"
3018;29;88;"Kurang Nyaman"
3019;29;89;"Kurang Nyaman"
3020;29;90;"Kurang Nyaman"
3021;29;91;"Kurang Nyaman"
3022;29;92;"Kurang Nyaman"
3023;29;93;"Kurang Nyaman"
3024;29;94;"Kurang Nyaman"
3025;29;95;"Kurang Nyaman"
3026;29;96;"Kurang Nyaman"
3027;29;97;"Kurang Nyaman"
3028;29;98;"Kurang Nyaman"
3029;29;99;"Kurang Nyaman"
3030;29;100;"Kurang Nyaman"
3031;30;0;"Nyaman"
3032;30;1;"Nyaman"
3033;30;2;"Nyaman"
3034;30;3;"Nyaman"
3035;30;4;"Nyaman"
3036;30;5;"Nyaman"
3037;30;6;"Nyaman"
3038;30;7;"Nyaman"
3039;30;8;"Nyaman"
3040;30;9;"Nyaman"
3041;30;10;"Nyaman"
3042;30;11;"Nyaman"
3043;30;12;"Nyaman"
3044;30;13;"Nyaman"
3045;30;14;"Nyaman"
3046;30;15;"Nyaman"
3047;30;16;"Nyaman"
3048;30;17;"Nyaman"
3049;30;18;"Nyaman"
3050;30;19;"Nyaman"
3051;30;20;"Nyaman"
3052;30;21;"Nyaman"
3053;30;22;"Nyaman"
3054;30;23;"Nyaman"
3055;30;24;"Nyaman"
3056;30;25;"Nyaman"
3057;30;26;"Nyaman"
3058;30;27;"Nyaman"
3059;30;28;"Nyaman"
3060;30;29;"Nyaman"
3061;30;30;"Nyaman"
3062;30;31;"Nyaman"
3063;30;32;"Nyaman"
3064;30;33;"Nyaman"
3065;30;34;"Nyaman"
3066;30;35;"Nyaman"
3067;30;36;"Nyaman"
3068;30;37;"Nyaman"
3069;30;38;"Nyaman"
3070;30;39;"Nyaman"
3071;30;40;"Nyaman"
3072;30;41;"Nyaman"
3073;30;42;"Nyaman"
3074;30;43;"Nyaman"
3075;30;44;"Nyaman"
3076;30;45;"Nyaman"
3077;30;46;"Nyaman"
3078;30;47;"Nyaman"
3079;30;48;"Nyaman"
3080;30;49;"Nyaman"
3081;30;50;"Nyaman"
3082;30;51;"Nyaman"
3083;30;52;"Nyaman"
3084;30;53;"Nyaman"
3085;30;54;"Nyaman"
3086;30;55;"Nyaman"
3087;30;56;"Nyaman"
3088;30;57;"Nyaman"
3089;30;58;"Nyaman"
3090;30;59;"Nyaman"
3091;30;60;"Nyaman"
3092;30;61;"Nyaman"
3093;30;62;"Nyaman"
3094;30;63;"Kurang Nyaman"
3095;30;64;"Kurang Nyaman"
3096;30;65;"Kurang Nyaman"
3097;30;66;"Kurang Nyaman"
3098;30;67;"Kurang Nyaman"
3099;30;68;"Kurang Nyaman"
3100;30;69;"Kurang Nyaman"
3101;30;70;"Kurang Nyaman"
3102;30;71;"Kurang Nyaman"
3103;30;72;"Kurang Nyaman"
3104;30;73;"Kurang Nyaman"
3105;30;74;"Kurang Nyaman"
3106;30;75;"Kurang Nyaman"
3107;30;76;"Kurang Nyaman"
3108;30;77;"Kurang Nyaman"
3109;30;78;"Kurang Nyaman"
3110;30;79;"Kurang Nyaman"
3111;30;80;"Kurang Nyaman"
3112;30;81;"Kurang Nyaman"
3113;30;82;"Kurang Nyaman"
3114;30;83;"Kurang Nyaman"
3115;30;84;"Kurang Nyaman"
3116;30;85;"Kurang Nyaman"
3117;30;86;"Kurang Nyaman"
3118;30;87;"Kurang Nyaman"
3119;30;88;"Kurang Nyaman"
3120;30;89;"Kurang Nyaman"
3121;30;90;"Kurang Nyaman"
3122;30;91;"Kurang Nyaman"
3123;30;92;"Kurang Nyaman"
3124;30;93;"Kurang Nyaman"
3125;30;94;"Kurang Nyaman"
3126;30;95;"Kurang Nyaman"
3127;30;96;"Kurang Nyaman"
3128;30;97;"Kurang Nyaman"
3129;30;98;"Kurang Nyaman"
3130;30;99;"Kurang Nyaman"
3131;30;100;"Kurang Nyaman"
3132;31;0;"Kurang Nyaman"
3133;31;1;"Kurang Nyaman"
3134;31;2;"Kurang Nyaman"
3135;31;3;"Kurang Nyaman"
3136;31;4;"Kurang Nyaman"
3137;31;5;"Kurang Nyaman"
3138;31;6;"Kurang Nyaman"
3139;31;7;"Kurang Nyaman"
3140;31;8;"Kurang Nyaman"
3141;31;9;"Kurang Nyaman"
3142;31;10;"Kurang Nyaman"
3143;31;11;"Kurang Nyaman"
3144;31;12;"Kurang Nyaman"
3145;31;13;"Kurang Nyaman"
3146;31;14;"Kurang Nyaman"
3147;31;15;"Kurang Nyaman"
3148;31;16;"Kurang Nyaman"
3149;31;17;"Kurang Nyaman"
3150;31;18;"Kurang Nyaman"
3151;31;19;"Kurang Nyaman"
3152;31;20;"Kurang Nyaman"
3153;31;21;"Kurang Nyaman"
3154;31;22;"Kurang Nyaman"
3155;31;23;"Kurang Nyaman"
3156;31;24;"Kurang Nyaman"
3157;31;25;"Kurang Nyaman"
3158;31;26;"Kurang Nyaman"
3159;31;27;"Kurang Nyaman"
3160;31;28;"Kurang Nyaman"
3161;31;29;"Kurang Nyaman"
3162;31;30;"Kurang Nyaman"
3163;31;31;"Kurang Nyaman"
3164;31;32;"Kurang Nyaman"
3165;31;33;"Kurang Nyaman"
3166;31;34;"Kurang Nyaman"
3167;31;35;"Kurang Nyaman"
3168;31;36;"Kurang Nyaman"
3169;31;37;"Kurang Nyaman"
3170;31;38;"Kurang Nyaman"
3171;31;39;"Kurang Nyaman"
3172;31;40;"Kurang Nyaman"
3173;31;41;"Kurang Nyaman"
3174;31;42;"Kurang Nyaman"
3175;31;43;"Kurang Nyaman"
3176;31;44;"Kurang Nyaman"
3177;31;45;"Kurang Nyaman"
3178;31;46;"Kurang Nyaman"
3179;31;47;"Kurang Nyaman"
3180;31;48;"Kurang Nyaman"
3181;31;49;"Kurang Nyaman"
3182;31;50;"Kurang Nyaman"
3183;31;51;"Kurang Nyaman"
3184;31;52;"Kurang Nyaman"
3185;31;53;"Kurang Nyaman"
3186;31;54;"Kurang Nyaman"
3187;31;55;"Kurang Nyaman"
3188;31;56;"Kurang Nyaman"
3189;31;57;"Kurang Nyaman"
3190;31;58;"Kurang Nyaman"
3191;31;59;"Kurang Nyaman"
3192;31;60;"Kurang Nyaman"
3193;31;61;"Kurang Nyaman"
3194;31;62;"Kurang Nyaman"
3195;31;63;"Kurang Nyaman"
3196;31;64;"Kurang Nyaman"
3197;31;65;"Kurang Nyaman"
3198;31;66;"Kurang Nyaman"
3199;31;67;"Kurang Nyaman"
3200;31;68;"Kurang Nyaman"
3201;31;69;"Kurang Nyaman"
3202;31;70;"Kurang Nyaman"
3203;31;71;"Kurang Nyaman"
3204;31;72;"Kurang Nyaman"
3205;31;73;"Kurang Nyaman"
3206;31;74;"Kurang Nyaman"
3207;31;75;"Kurang Nyaman"
3208;31;76;"Kurang Nyaman"
3209;31;77;"Kurang Nyaman"
3210;31;78;"Kurang Nyaman"
3211;31;79;"Kurang Nyaman"
3212;31;80;"Kurang Nyaman"
3213;31;81;"Kurang Nyaman"
3214;31;82;"Kurang Nyaman"
3215;31;83;"Kurang Nyaman"
3216;31;84;"Kurang Nyaman"
3217;31;85;"Kurang Nyaman"
3218;31;86;"Kurang Nyaman"
3219;31;87;"Kurang Nyaman"
3220;31;88;"Kurang Nyaman"
3221;31;89;"Kurang Nyaman"
3222;31;90;"Kurang Nyaman"
3223;31;91;"Kurang Nyaman"
3224;31;92;"Kurang Nyaman"
3225;31;93;"Kurang Nyaman"
3226;31;94;"Kurang Nyaman"
3227;31;95;"Kurang Nyaman"
3228;31;96;"Kurang Nyaman"
3229;31;97;"Kurang Nyaman"
3230;31;98;"Kurang Nyaman"
3231;31;99;"Kurang Nyaman"
3232;31;100;"Kurang Nyaman"
3233;32;0;"Kurang Nyaman"
3234;32;1;"Kurang Nyaman"
3235;32;2;"Kurang Nyaman"
3236;32;3;"Kurang Nyaman"
3237;32;4;"Kurang Nyaman"
3238;32;5;"Kurang Nyaman"
3239;32;6;"Kurang Nyaman"
3240;32;7;"Kurang Nyaman"
3241;32;8;"Kurang Nyaman"
3242;32;9;"Kurang Nyaman"
3243;32;10;"Kurang Nyaman"
3244;32;11;"Kurang Nyaman"
3245;32;12;"Kurang Nyaman"
3246;32;13;"Kurang Nyaman"
3247;32;14;"Kurang Nyaman"
3248;32;15;"Kurang Nyaman"
3249;32;16;"Kurang Nyaman"
3250;32;17;"Kurang Nyaman"
3251;32;18;"Kurang Nyaman"
3252;32;19;"Kurang Nyaman"
3253;32;20;"Kurang Nyaman"
3254;32;21;"Kurang Nyaman"
3255;32;22;"Kurang Nyaman"
3256;32;23;"Kurang Nyaman"
3257;32;24;"Kurang Nyaman"
3258;32;25;"Kurang Nyaman"
3259;32;26;"Kurang Nyaman"
3260;32;27;"Kurang Nyaman"
3261;32;28;"Kurang Nyaman"
3262;32;29;"Kurang Nyaman"
3263;32;30;"Kurang Nyaman"
3264;32;31;"Kurang Nyaman"
3265;32;32;"Kurang Nyaman"
3266;32;33;"Kurang Nyaman"
3267;32;34;"Kurang Nyaman"
3268;32;35;"Kurang Nyaman"
3269;32;36;"Kurang Nyaman"
3270;32;37;"Kurang Nyaman"
3271;32;38;"Kurang Nyaman"
3272;32;39;"Kurang Nyaman"
3273;32;40;"Kurang Nyaman"
3274;32;41;"Kurang Nyaman"
3275;32;42;"Kurang Nyaman"
3276;32;43;"Kurang Nyaman"
3277;32;44;"Kurang Nyaman"
3278;32;45;"Kurang Nyaman"
3279;32;46;"Kurang Nyaman"
3280;32;47;"Kurang Nyaman"
3281;32;48;"Kurang Nyaman"
3282;32;49;"Kurang Nyaman"
3283;32;50;"Kurang Nyaman"
3284;32;51;"Kurang Nyaman"
3285;32;52;"Kurang Nyaman"
3286;32;53;"Kurang Nyaman"
3287;32;54;"Kurang Nyaman"
3288;32;55;"Kurang Nyaman"
3289;32;56;"Kurang Nyaman"
3290;32;57;"Kurang Nyaman"
3291;32;58;"Kurang Nyaman"
3292;32;59;"Kurang Nyaman"
3293;32;60;"Kurang Nyaman"
3294;32;61;"Kurang Nyaman"
3295;32;62;"Kurang Nyaman"
3296;32;63;"Kurang Nyaman"
3297;32;64;"Kurang Nyaman"
3298;32;65;"Kurang Nyaman"
3299;32;66;"Kurang Nyaman"
3300;32;67;"Kurang Nyaman"
3301;32;68;"Kurang Nyaman"
3302;32;69;"Kurang Nyaman"
3303;32;70;"Kurang Nyaman"
3304;32;71;"Kurang Nyaman"
3305;32;72;"Kurang Nyaman"
3306;32;73;"Kurang Nyaman"
3307;32;74;"Kurang Nyaman"
3308;32;75;"Kurang Nyaman"
3309;32;76;"Kurang Nyaman"
3310;32;77;"Kurang Nyaman"
3311;32;78;"Kurang Nyaman"
3312;32;79;"Kurang Nyaman"
3313;32;80;"Kurang Nyaman"
3314;32;81;"Kurang Nyaman"
3315;32;82;"Kurang Nyaman"
3316;32;83;"Kurang Nyaman"
3317;32;84;"Kurang Nyaman"
3318;32;85;"Kurang Nyaman"
3319;32;86;"Kurang Nyaman"
3320;32;87;"Kurang Nyaman"
3321;32;88;"Kurang Nyaman"
3322;32;89;"Kurang Nyaman"
3323;32;90;"Kurang Nyaman"
3324;32;91;"Kurang Nyaman"
3325;32;92;"Kurang Nyaman"
3326;32;93;"Kurang Nyaman"
3327;32;94;"Kurang Nyaman"
3328;32;95;"Kurang Nyaman"
3329;32;96;"Kurang Nyaman"
3330;32;97;"Kurang Nyaman"
3331;32;98;"Kurang Nyaman"
3332;32;99;"Kurang Nyaman"
3333;32;100;"Kurang Nyaman"
3334;33;0;"Kurang Nyaman"
3335;33;1;"Kurang Nyaman"
3336;33;2;"Kurang Nyaman"
3337;33;3;"Kurang Nyaman"
3338;33;4;"Kurang Nyaman"
3339;33;5;"Kurang Nyaman"
3340;33;6;"Kurang Nyaman"
3341;33;7;"Kurang Nyaman"
3342;33;8;"Kurang Nyaman"
3343;33;9;"Kurang Nyaman"
3344;33;10;"Kurang Nyaman"
3345;33;11;"Kurang Nyaman"
3346;33;12;"Kurang Nyaman"
3347;33;13;"Kurang Nyaman"
3348;33;14;"Kurang Nyaman"
3349;33;15;"Kurang Nyaman"
3350;33;16;"Kurang Nyaman"
3351;33;17;"Kurang Nyaman"
3352;33;18;"Kurang Nyaman"
3353;33;19;"Kurang Nyaman"
3354;33;20;"Kurang Nyaman"
3355;33;21;"Kurang Nyaman"
3356;33;22;"Kurang Nyaman"
3357;33;23;"Kurang Nyaman"
3358;33;24;"Kurang Nyaman"
3359;33;25;"Kurang Nyaman"
3360;33;26;"Kurang Nyaman"
3361;33;27;"Kurang Nyaman"
3362;33;28;"Kurang Nyaman"
3363;33;29;"Kurang Nyaman"
3364;33;30;"Kurang Nyaman"
3365;33;31;"Kurang Nyaman"
3366;33;32;"Kurang Nyaman"
3367;33;33;"Kurang Nyaman"
3368;33;34;"Kurang Nyaman"
3369;33;35;"Kurang Nyaman"
3370;33;36;"Kurang Nyaman"
3371;33;37;"Kurang Nyaman"
3372;33;38;"Kurang Nyaman"
3373;33;39;"Kurang Nyaman"
3374;33;40;"Kurang Nyaman"
3375;33;41;"Kurang Nyaman"
3376;33;42;"Kurang Nyaman"
3377;33;43;"Kurang Nyaman"
3378;33;44;"Kurang Nyaman"
3379;33;45;"Kurang Nyaman"
3380;33;46;"Kurang Nyaman"
3381;33;47;"Kurang Nyaman"
3382;33;48;"Kurang Nyaman"
3383;33;49;"Kurang Nyaman"
3384;33;50;"Kurang Nyaman"
3385;33;51;"Kurang Nyaman"
3386;33;52;"Kurang Nyaman"
3387;33;53;"Kurang Nyaman"
3388;33;54;"Kurang Nyaman"
3389;33;55;"Kurang Nyaman"
